,Species,Country_of_Origin,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Category_One_Defects,Color,Category_Two_Defects,Certification_Body,altitude_mean_meters,Total_Cup_Points,Points_Tiers
934,Arabica,Mexico,2017,Mundo Novo,Washed/Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,0.12,1,Green,17,Centro Agroecológico del Café A.C.,1100.0,81.42,Good Specialty
935,Arabica,Guatemala,2016,Catuai,Washed/Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,0.1,0,Green,0,Asociacion Nacional Del Café,1371.6,81.42,Good Specialty
936,Arabica,Brazil,2016,Catuai,Natural/Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,2,Brazil Specialty Coffee Association,1100.0,81.42,Good Specialty
937,Arabica,Honduras,2015,Catuai,Washed/Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,1,Instituto Hondureño del Café,1400.0,81.42,Good Specialty
938,Arabica,Taiwan,2014,Typica,Washed/Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,0.12,0,Green,0,Blossom Valley International,110.0,81.42,Good Specialty
939,Arabica,Malawi,2014,Gesha,Washed/Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,0.12,0,Bluish-Green,0,Africa Fine Coffee Association,1422.0,81.42,Good Specialty
940,Arabica,Brazil,2015,Bourbon,Natural/Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,0.0,0,Green,0,Specialty Coffee Association,1100.0,81.42,Good Specialty
941,Arabica,Guatemala,2014,Bourbon,Washed/Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,0.1,0,Green,6,Asociacion Nacional Del Café,1550.0,81.42,Good Specialty
942,Arabica,Mexico,2014,Typica,Washed/Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,0.0,1,Green,1,Specialty Coffee Association,1550.0,81.42,Good Specialty
944,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,0.12,0,Green,4,Asociacion Nacional Del Café,1310.64,81.42,Good Specialty
945,Arabica,Mexico,2012,Caturra,Washed/Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,0.13,1,None,8,AMECAFE,763.0,81.42,Good Specialty
947,Arabica,Colombia,2011,Caturra,Natural/Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,0.11,0,Green,0,Almacafé,1750.0,81.42,Good Specialty
951,Arabica,Honduras,2017,Caturra,Washed/Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,Bluish-Green,3,Instituto Hondureño del Café,1500.0,81.33,Good Specialty
953,Arabica,Brazil,2016,Catuai,Natural/Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,14,Brazil Specialty Coffee Association,1100.0,81.33,Good Specialty
954,Arabica,Honduras,2015,Catuai,Washed/Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,0.09,0,Green,4,Instituto Hondureño del Café,1350.0,81.33,Good Specialty
955,Arabica,Brazil,2015,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,6,Brazil Specialty Coffee Association,1200.0,81.33,Good Specialty
956,Arabica,Philippines,2014,Other,Washed/Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,0.14,0,Green,3,Specialty Coffee Association,1400.0,81.33,Good Specialty
957,Arabica,Malawi,2014,Gesha,Washed/Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.13,0,Green,1,Africa Fine Coffee Association,1200.0,81.33,Good Specialty
958,Arabica,Honduras,2014,Catuai,Washed/Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,Green,3,Instituto Hondureño del Café,1450.0,81.33,Good Specialty
959,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,0.13,4,Green,13,AMECAFE,1800.0,81.33,Good Specialty
960,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,0.12,0,None,4,AMECAFE,1000.0,81.33,Good Specialty
962,Arabica,Taiwan,2015,Typica,Natural/Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,0.12,0,Green,0,Specialty Coffee Association,680.0,81.25,Good Specialty
963,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,0.0,0,Green,1,Brazil Specialty Coffee Association,1.0,81.25,Good Specialty
964,Arabica,Nicaragua,2015,Catuai,Washed/Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,0.1,0,Green,4,Asociación de Cafés Especiales de Nicaragua,1100.0,81.25,Good Specialty
965,Arabica,Honduras,2015,Catuai,Washed/Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,0.12,0,Green,1,Instituto Hondureño del Café,1400.0,81.25,Good Specialty
966,Arabica,Guatemala,2014,Pacamara,Washed/Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,0.09,0,Bluish-Green,2,Blossom Valley International,1700.0,81.25,Good Specialty
967,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,5,Africa Fine Coffee Association,1700.0,81.25,Good Specialty
968,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,650.0,81.25,Good Specialty
969,Arabica,Guatemala,2013,Caturra,Washed/Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,0.11,0,Green,4,Asociacion Nacional Del Café,1524.0,81.25,Good Specialty
970,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,0.12,0,Green,1,AMECAFE,1500.0,81.25,Good Specialty
972,Arabica,"Tanzania, United Republic Of",2016,Bourbon,Washed/Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,0.12,0,Green,2,Africa Fine Coffee Association,1050.0,81.17,Good Specialty
973,Arabica,Mexico,2015,Caturra,Washed/Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,0.12,0,Green,10,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1200.0,81.17,Good Specialty
974,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,0.11,0,Bluish-Green,0,Specialty Coffee Association of Costa Rica,1300.0,81.17,Good Specialty
975,Arabica,Honduras,2015,Catuai,Natural/Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.13,0,Green,1,Instituto Hondureño del Café,1450.0,81.17,Good Specialty
976,Arabica,Thailand,2014,Caturra,Washed/Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,0,Specialty Coffee Institute of Asia,1450.0,81.17,Good Specialty
977,Arabica,Philippines,2014,Typica,Natural/Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,0.0,0,None,4,Specialty Coffee Association,1200.0,81.17,Good Specialty
978,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed/Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.12,0,Bluish-Green,2,Africa Fine Coffee Association,1550.0,81.17,Good Specialty
979,Arabica,Malawi,2014,Caturra,Washed/Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,12,Africa Fine Coffee Association,995.0,81.17,Good Specialty
980,Arabica,Costa Rica,2014,Catuai,Washed/Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,0.11,0,Green,3,Specialty Coffee Association of Costa Rica,1300.0,81.17,Good Specialty
982,Arabica,Mexico,2012,Typica,Natural/Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,0.13,3,Green,7,AMECAFE,1800.0,81.17,Good Specialty
983,Arabica,Guatemala,2012,Caturra,Washed/Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,4,Specialty Coffee Association,1450.0,81.17,Good Specialty
984,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,0.12,0,Green,1,NUCOFFEE,1000.0,81.17,Good Specialty
987,Arabica,Brazil,2016,Mundo Novo,Natural/Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,0.11,5,Green,8,Specialty Coffee Association,695.0,81.08,Good Specialty
990,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,0.13,0,Green,2,Africa Fine Coffee Association,1456.0,81.08,Good Specialty
991,Arabica,Costa Rica,2014,Caturra,Washed/Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,0.13,0,Green,0,Specialty Coffee Association of Costa Rica,1500.0,81.08,Good Specialty
992,Arabica,United States (Puerto Rico),2013,Other,Washed/Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,0.0,0,Green,0,Specialty Coffee Association,853.44,81.08,Good Specialty
993,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,0.13,5,None,16,AMECAFE,1650.0,81.08,Good Specialty
994,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,0.12,0,Green,2,AMECAFE,1300.0,81.08,Good Specialty
995,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,5,AMECAFE,1642.0,81.08,Good Specialty
996,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.1,0,Green,1,AMECAFE,1200.0,81.08,Good Specialty
999,Arabica,El Salvador,2017,Bourbon,Washed/Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,0.0,0,Green,6,Salvadoran Coffee Council,1450.0,81.0,Good Specialty
1001,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,0.09,0,Green,8,Asociacion Nacional Del Café,3280.0,81.0,Good Specialty
1002,Arabica,Colombia,2016,Caturra,Washed/Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,0.0,0,Green,4,Almacafé,1600.0,81.0,Good Specialty
1003,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,1,Asociacion Nacional Del Café,1219.2,81.0,Good Specialty
1004,Arabica,Taiwan,2015,Typica,Washed/Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,Bluish-Green,0,Specialty Coffee Association,758.0,81.0,Good Specialty
1005,Arabica,Honduras,2014,Caturra,Natural/Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,0.12,0,Green,1,Instituto Hondureño del Café,1350.0,81.0,Good Specialty
1007,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.12,0,Green,5,Africa Fine Coffee Association,1525.0,81.0,Good Specialty
1008,Arabica,Uganda,2013,SL14,Natural/Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,3,Uganda Coffee Development Authority,1700.0,81.0,Good Specialty
1009,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,1100.0,81.0,Good Specialty
1011,Arabica,Mexico,2012,Other,Washed/Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.12,0,Green,12,AMECAFE,950.0,81.0,Good Specialty
1012,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,0.0,0,Green,8,AMECAFE,1100.0,81.0,Good Specialty
1013,Arabica,Taiwan,2017,Other,Washed/Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.0,0,Blue-Green,0,Blossom Valley International,200.0,80.92,Good Specialty
1014,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,0,Green,2,Asociacion Nacional Del Café,1901.0,80.92,Good Specialty
1015,Arabica,Kenya,2017,SL28,Washed/Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,0.11,0,Green,3,Kenya Coffee Traders Association,1600.0,80.92,Good Specialty
1016,Arabica,Mexico,2017,Bourbon,Washed/Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,0.11,0,Green,11,Centro Agroecológico del Café A.C.,1100.0,80.92,Good Specialty
1019,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,0,Africa Fine Coffee Association,1700.0,80.92,Good Specialty
1020,Arabica,Brazil,2015,Yellow Bourbon,Natural/Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,8,Brazil Specialty Coffee Association,1200.0,80.92,Good Specialty
1021,Arabica,Taiwan,2014,Typica,Washed/Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,0.09,0,Green,0,Blossom Valley International,550.0,80.92,Good Specialty
1022,Arabica,Brazil,2015,Bourbon,Natural/Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,0.1,0,None,0,Specialty Coffee Association,1100.0,80.92,Good Specialty
1023,Arabica,Nicaragua,2013,Caturra,Washed/Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,0.1,1,Green,3,Specialty Coffee Association,1050.0,80.92,Good Specialty
1024,Arabica,Guatemala,2014,Pacas,Washed/Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,0.12,2,Green,5,Asociacion Nacional Del Café,1524.0,80.92,Good Specialty
1026,Arabica,Taiwan,2014,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,0.11,0,Green,0,Blossom Valley International,688.0,80.92,Good Specialty
1027,Arabica,Taiwan,2014,Typica,Washed/Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,300.0,80.92,Good Specialty
1028,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,0.13,0,Green,12,AMECAFE,1186.0,80.92,Good Specialty
1030,Arabica,Laos,2016,Catimor,Washed/Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,0.0,0,Green,0,Blossom Valley International,1300.0,80.83,Good Specialty
1031,Arabica,Guatemala,2013,Caturra,Washed/Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,0.11,0,Green,1,Specialty Coffee Association of Costa Rica,1200.0,80.83,Good Specialty
1032,Arabica,Mexico,2012,Catuai,Semi-washed/Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,0.13,0,Green,7,AMECAFE,1210.0,80.83,Good Specialty
1033,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.11,0,Green,3,AMECAFE,1100.0,80.83,Good Specialty
1034,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.13,0,Green,1,AMECAFE,100.0,80.83,Good Specialty
1038,Arabica,Myanmar,2015,Catuai,Washed/Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,0.0,0,Green,2,Coffee Quality Institute,3825.0,80.75,Good Specialty
1039,Arabica,Guatemala,2015,Caturra,Washed/Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,0.12,0,Green,1,Asociacion Nacional Del Café,1706.88,80.75,Good Specialty
1040,Arabica,Nicaragua,2015,Other,Washed/Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,0.12,0,Green,5,Asociación de Cafés Especiales de Nicaragua,110000.0,80.75,Good Specialty
1041,Arabica,Honduras,2015,Caturra,Natural/Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,0.11,0,Green,2,Instituto Hondureño del Café,1450.0,80.75,Good Specialty
1042,Arabica,Panama,2014,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,0.11,1,Green,4,Blossom Valley International,1680.0,80.75,Good Specialty
1043,Arabica,Honduras,2015,Catuai,Washed/Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,0.09,0,Green,2,Instituto Hondureño del Café,1350.0,80.75,Good Specialty
1044,Arabica,Honduras,2015,Catuai,Natural/Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,0.13,0,Green,1,Instituto Hondureño del Café,1450.0,80.75,Good Specialty
1045,Arabica,Costa Rica,2014,Caturra,Washed/Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.11,0,Green,0,Specialty Coffee Association,1300.0,80.75,Good Specialty
1046,Arabica,Mexico,2012,Typica,Washed/Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,0.11,0,Green,2,AMECAFE,1200.0,80.75,Good Specialty
1047,Arabica,Haiti,2012,Typica,Washed/Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,0,Specialty Coffee Association,1000.0,80.75,Good Specialty
1050,Arabica,Indonesia,2015,Mandheling,Semi-washed/Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,0.13,0,Blue-Green,1,Specialty Coffee Association,1350.0,80.67,Good Specialty
1051,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,0,Green,0,Asociacion Nacional Del Café,1500.0,80.67,Good Specialty
1052,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,0.11,0,Blue-Green,4,Specialty Coffee Association of Costa Rica,185.0,80.67,Good Specialty
1053,Arabica,Malawi,2014,Caturra,Washed/Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,0.12,0,Bluish-Green,1,Africa Fine Coffee Association,995.0,80.67,Good Specialty
1054,Arabica,Mexico,2014,Typica,Washed/Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,4,AMECAFE,1200.0,80.67,Good Specialty
1056,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,0.12,0,Green,5,Asociacion Nacional Del Café,1550.0,80.67,Good Specialty
1062,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.12,0,Bluish-Green,1,Africa Fine Coffee Association,1400.0,80.58,Good Specialty
1063,Arabica,Brazil,2015,Bourbon,Semi-washed/Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,0.0,0,Green,3,Specialty Coffee Association,1200.0,80.58,Good Specialty
1064,Arabica,Honduras,2014,Caturra,Washed/Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,0,Green,5,Instituto Hondureño del Café,1400.0,80.58,Good Specialty
1065,Arabica,Guatemala,2014,Bourbon,Natural/Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,5,Asociacion Nacional Del Café,1383.792,80.58,Good Specialty
1068,Arabica,Taiwan,2017,Other,Natural/Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,0.0,0,Blue-Green,0,Blossom Valley International,50.0,80.5,Good Specialty
1069,Arabica,Guatemala,2017,Caturra,Washed/Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,0,Green,4,Asociacion Nacional Del Café,1500.0,80.5,Good Specialty
1070,Arabica,Honduras,2017,Catuai,Washed/Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,0.11,0,Green,5,Instituto Hondureño del Café,1650.0,80.5,Good Specialty
1072,Arabica,Brazil,2016,Yellow Bourbon,Semi-washed/Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,0.11,0,Green,3,Brazil Specialty Coffee Association,1250.0,80.5,Good Specialty
1073,Arabica,Myanmar,2015,Other,Washed/Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.0,0,Green,2,Coffee Quality Institute,3800.0,80.5,Good Specialty
1074,Arabica,Guatemala,2014,Other,Washed/Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,0.11,0,Green,3,Asociacion Nacional Del Café,1219.2,80.5,Good Specialty
1075,Arabica,Brazil,2013,Yellow Bourbon,Semi-washed/Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,0.1,0,None,10,Specialty Coffee Association,1250.0,80.5,Good Specialty
1077,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,0.12,1,Green,1,Asociacion Nacional Del Café,1859.28,80.5,Good Specialty
1078,Arabica,Mexico,2012,Typica,Washed/Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.15,0,None,1,AMECAFE,1450.0,80.5,Good Specialty
1080,Arabica,Taiwan,2014,Typica,Washed/Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.14,0,Green,0,Blossom Valley International,600.0,80.42,Good Specialty
1081,Arabica,El Salvador,2013,Bourbon,Washed/Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,0.0,0,Green,1,Specialty Coffee Association,1450.0,80.42,Good Specialty
1082,Arabica,China,2013,Other,Washed/Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,0.17,0,Green,14,Specialty Coffee Association,1700.0,80.42,Good Specialty
1083,Arabica,Taiwan,2014,Typica,Washed/Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,0,Green,0,"Blossom Valley International
",600.0,80.42,Good Specialty
1084,Arabica,Mexico,2012,Typica,Washed/Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,0.1,2,Green,4,AMECAFE,1050.0,80.42,Good Specialty
1085,Arabica,Mexico,2012,Caturra,Washed/Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,0.12,4,Green,16,AMECAFE,1550.0,80.42,Good Specialty
1087,Arabica,"Tanzania, United Republic Of",2016,Bourbon,Washed/Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,0.13,0,Green,5,Africa Fine Coffee Association,1700.0,80.33,Good Specialty
1089,Arabica,Taiwan,2014,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,600.0,80.33,Good Specialty
1090,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,0.11,1,Green,4,Asociacion Nacional Del Café,1310.64,80.33,Good Specialty
1091,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,0.11,0,Green,21,AMECAFE,940.0,80.33,Good Specialty
1094,Arabica,Brazil,2018,Catuai,Natural/Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,0.11,0,Green,1,Brazil Specialty Coffee Association,995.0,80.25,Good Specialty
1095,Arabica,Honduras,2016,Caturra,Natural/Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,0.1,0,Green,4,Instituto Hondureño del Café,1400.0,80.25,Good Specialty
1096,Arabica,Mexico,2016,Caturra,Washed/Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,0.1,0,Green,2,Centro Agroecológico del Café A.C.,1600.0,80.25,Good Specialty
1097,Arabica,Myanmar,2015,Other,Natural/Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,0.11,1,Green,26,Specialty Coffee Association,914.4,80.25,Good Specialty
1098,Arabica,Myanmar,2014,Catuai,Natural/Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,0.0,0,Green,1,Coffee Quality Institute,4287.0,80.25,Good Specialty
1099,Arabica,Nicaragua,2015,Caturra,Washed/Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,2,Asociación de Cafés Especiales de Nicaragua,900.0,80.25,Good Specialty
1102,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,0.11,0,Green,0,Blossom Valley International,700.0,80.25,Good Specialty
1103,Arabica,Guatemala,2012,Caturra,Washed/Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.11,1,Green,12,Specialty Coffee Association,1400.0,80.25,Good Specialty
